,indicativo,fecha,tmed,velmedia,presmed
4440,9434,2015-02-22,8.4,9.7,981.75
4441,9434,2015-02-23,12.9,5.6,981.45
4442,9434,2015-02-24,7.4,7.8,990.1500000000001
4443,9434,2015-02-25,9.2,10.3,992.8
4444,9434,2015-02-26,13.4,8.9,990.5999999999999
4445,9434,2015-02-27,9.8,11.4,991.05
4446,9434,2015-02-28,10.0,5.0,991.4
4447,9434,2015-03-01,15.4,2.5,990.9000000000001
4448,9434,2015-03-02,17.2,4.2,992.05
4449,9434,2015-03-03,14.2,1.4,992.8499999999999
4450,9434,2015-03-04,9.6,11.4,999.3499999999999
4451,9434,2015-03-05,9.1,11.9,1001.4
4452,9434,2015-03-06,10.9,1.9,1000.0
4453,9434,2015-03-07,11.6,3.3,996.85
4454,9434,2015-03-08,13.2,3.3,992.7
4455,9434,2015-03-09,15.0,3.3,992.9
4456,9434,2015-03-10,13.0,0.3,994.55
4457,9434,2015-03-11,14.8,3.9,993.1
4458,9434,2015-03-12,16.0,2.5,989.8
4459,9434,2015-03-13,11.2,6.7,992.85
4460,9434,2015-03-14,8.8,7.5,991.8
4461,9434,2015-03-15,8.9,8.1,987.95
4462,9434,2015-03-16,8.5,2.2,987.8499999999999
4463,9434,2015-03-17,10.0,4.7,988.45
4464,9434,2015-03-18,9.2,2.2,989.5
4465,9434,2015-03-19,12.1,1.1,988.05
4466,9434,2015-03-20,11.2,4.2,984.7
4467,9434,2015-03-21,9.6,6.1,980.35
4468,9434,2015-03-22,9.0,5.8,981.5
4469,9434,2015-03-23,8.2,2.8,979.75
4470,9434,2015-03-24,9.2,5.8,977.5
4471,9434,2015-03-25,8.2,13.3,979.55
4472,9434,2015-03-26,10.0,8.6,986.0999999999999
4473,9434,2015-03-27,14.2,9.7,993.05
4474,9434,2015-03-28,16.2,7.5,996.25
4475,9434,2015-03-29,14.8,7.2,994.7
4476,9434,2015-03-30,15.7,4.4,995.4
4477,9434,2015-03-31,17.4,7.8,997.55
4478,9434,2015-04-01,13.2,12.8,997.65
4479,9434,2015-04-02,14.6,6.9,994.25
4480,9434,2015-04-03,16.6,6.4,988.65
4481,9434,2015-04-04,13.8,9.7,985.75
4482,9434,2015-04-05,14.3,8.9,983.35
4483,9434,2015-04-06,13.4,1.9,989.1500000000001
4484,9434,2015-04-07,12.5,4.7,996.1
4485,9434,2015-04-08,12.0,4.4,999.2
4486,9434,2015-04-09,13.2,3.3,994.3
4487,9434,2015-04-10,15.1,3.1,992.55
4488,9434,2015-04-11,16.6,1.9,994.6
4489,9434,2015-04-12,16.4,4.4,996.5
4490,9434,2015-04-13,16.2,3.1,997.8
4491,9434,2015-04-14,17.9,3.9,993.7
4492,9434,2015-04-15,14.4,1.9,988.1
4493,9434,2015-04-16,16.2,4.2,984.6500000000001
4494,9434,2015-04-17,17.4,3.3,986.5
4495,9434,2015-04-18,17.2,5.0,982.25
4496,9434,2015-04-19,14.7,5.6,986.15
4497,9434,2015-04-20,15.4,1.1,990.5
4498,9434,2015-04-21,16.7,4.7,992.05
4499,9434,2015-04-22,18.8,3.6,989.9
4500,9434,2015-04-23,16.8,3.1,987.7
4501,9434,2015-04-24,17.3,1.9,984.2
4502,9434,2015-04-25,19.0,1.1,982.5
4503,9434,2015-04-26,16.5,1.9,977.9
4504,9434,2015-04-27,15.4,7.5,981.85
4505,9434,2015-04-28,14.2,8.6,988.75
4506,9434,2015-04-29,15.9,1.9,988.8499999999999
4507,9434,2015-04-30,17.8,1.7,987.95
4508,9434,2015-05-01,20.0,4.4,984.8
4509,9434,2015-05-02,22.3,4.4,982.6
4510,9434,2015-05-03,21.8,1.9,980.95
4511,9434,2015-05-04,22.0,3.1,977.35
4512,9434,2015-05-05,21.2,2.5,980.15
4513,9434,2015-05-06,18.8,3.6,986.7
4514,9434,2015-05-07,20.0,4.7,986.0
4515,9434,2015-05-08,20.5,3.9,987.7
4516,9434,2015-05-09,21.4,4.2,993.3
4517,9434,2015-05-10,23.0,3.6,991.5
4518,9434,2015-05-11,24.4,3.1,990.0999999999999
4519,9434,2015-05-12,24.5,1.9,990.6
4520,9434,2015-05-13,26.7,3.3,989.1500000000001
4521,9434,2015-05-14,22.6,6.1,984.75
4522,9434,2015-05-15,15.3,10.6,991.5
4523,9434,2015-05-16,17.2,11.1,990.6
4524,9434,2015-05-17,20.6,8.6,992.2
4525,9434,2015-05-18,21.0,2.5,984.05
4526,9434,2015-05-19,14.5,8.3,985.0
4527,9434,2015-05-20,14.4,9.4,990.8
4528,9434,2015-05-21,15.8,11.1,994.65
4529,9434,2015-05-22,16.5,9.7,992.5
4530,9434,2015-05-23,17.8,10.3,988.7
4531,9434,2015-05-24,19.4,5.6,986.75
4532,9434,2015-05-25,19.6,10.3,987.8
4533,9434,2015-05-26,17.6,12.2,988.75
4534,9434,2015-05-27,20.6,8.3,988.95
4535,9434,2015-05-28,21.6,2.8,986.8
4536,9434,2015-05-29,22.3,5.3,984.3
4537,9434,2015-05-30,20.8,4.2,986.5999999999999
4538,9434,2015-05-31,22.9,2.2,985.75
4539,9434,2015-06-01,24.4,3.3,986.35
4540,9434,2015-06-02,24.9,2.2,987.95
4541,9434,2015-06-03,26.8,3.1,989.6
4542,9434,2015-06-04,26.9,4.2,989.15
4543,9434,2015-06-05,25.4,3.3,988.35
4544,9434,2015-06-06,26.2,3.3,990.1
4545,9434,2015-06-07,25.7,3.1,990.25
4546,9434,2015-06-08,27.4,4.7,987.25
4547,9434,2015-06-09,25.8,5.0,984.6500000000001
4548,9434,2015-06-10,22.3,4.2,983.6500000000001
4549,9434,2015-06-11,19.3,2.5,982.55
4550,9434,2015-06-12,21.6,3.9,980.6
4551,9434,2015-06-13,19.9,1.4,980.3
4552,9434,2015-06-14,20.3,1.9,982.55
4553,9434,2015-06-15,20.6,5.3,986.95
4554,9434,2015-06-16,19.8,10.0,991.3
4555,9434,2015-06-17,20.8,10.8,991.6
4556,9434,2015-06-18,22.4,8.3,990.55
4557,9434,2015-06-19,22.2,11.1,988.35
4558,9434,2015-06-20,23.5,5.6,988.75
4559,9434,2015-06-21,25.8,3.9,987.55
4560,9434,2015-06-22,27.2,1.7,984.0
4561,9434,2015-06-23,25.5,6.4,984.15
4562,9434,2015-06-24,24.0,3.6,987.9
4563,9434,2015-06-25,26.6,1.1,990.05
4564,9434,2015-06-26,28.6,1.4,989.45
4565,9434,2015-06-27,28.6,4.2,988.8499999999999
4566,9434,2015-06-28,30.8,3.3,988.2
4567,9434,2015-06-29,28.9,3.9,988.0
4568,9434,2015-06-30,31.0,5.0,984.25
4569,9434,2015-07-01,30.6,8.1,983.6
4570,9434,2015-07-02,28.9,5.3,987.75
4571,9434,2015-07-03,29.8,8.6,988.5999999999999
4572,9434,2015-07-04,30.0,5.3,988.7
4573,9434,2015-07-05,31.2,2.8,986.8
4574,9434,2015-07-06,31.2,4.4,986.5
4575,9434,2015-07-07,33.8,3.3,983.95
4576,9434,2015-07-08,24.4,11.9,987.75
4577,9434,2015-07-09,25.0,7.2,987.45
4578,9434,2015-07-10,28.2,2.5,985.0
4579,9434,2015-07-11,26.7,6.4,989.75
4580,9434,2015-07-12,27.6,5.8,988.75
4581,9434,2015-07-13,28.5,6.1,988.75
4582,9434,2015-07-14,29.5,4.7,987.45
4583,9434,2015-07-15,30.2,3.9,984.95
4584,9434,2015-07-16,30.8,3.1,984.3
4585,9434,2015-07-17,29.6,2.2,991.1500000000001
4586,9434,2015-07-18,27.8,3.9,985.7
4587,9434,2015-07-19,27.9,1.9,985.0
4588,9434,2015-07-20,31.0,2.8,984.3499999999999
4589,9434,2015-07-21,29.5,3.1,984.5
4590,9434,2015-07-22,27.0,6.9,986.6500000000001
4591,9434,2015-07-23,28.2,3.3,984.55
4592,9434,2015-07-24,29.0,5.0,981.2
4593,9434,2015-07-25,23.4,9.4,986.3499999999999
4594,9434,2015-07-26,25.9,2.2,984.5
4595,9434,2015-07-27,26.6,6.4,984.1
4596,9434,2015-07-28,26.8,4.7,983.7
4597,9434,2015-07-29,28.4,6.1,981.75
4598,9434,2015-07-30,23.0,8.6,983.4
4599,9434,2015-07-31,23.1,2.5,981.7
4600,9434,2015-08-01,21.4,5.3,985.3
4601,9434,2015-08-02,24.8,3.6,985.6
4603,9434,2015-08-04,26.2,3.6,985.75
4604,9434,2015-08-05,28.8,3.9,983.1
4605,9434,2015-08-06,28.8,5.3,983.0
4606,9434,2015-08-07,28.4,5.6,985.15
4607,9434,2015-08-08,19.6,5.0,990.15
4608,9434,2015-08-09,21.4,7.2,990.9000000000001
4609,9434,2015-08-10,25.4,2.8,986.25
