,tmed,dir,velmedia,presMax,presMin,fecha
9394,13.8,15.0,4.7,970.9,951.6,2019-06-07
9398,14.6,32.0,2.2,971.4,965.2,2019-06-08
9400,18.0,34.0,3.9,967.2,961.9,2019-06-09
9404,13.5,1.0,6.1,967.0,962.6,2019-06-10
9410,11.4,35.0,4.7,963.8,961.5,2019-06-11
9412,12.4,99.0,3.9,962.7,959.3,2019-06-12
9419,16.0,33.0,6.1,961.3,955.0,2019-06-13
9420,17.6,34.0,3.9,964.1,957.6,2019-06-14
9424,15.6,36.0,4.4,969.3,964.0,2019-06-15
9431,17.8,99.0,1.7,968.9,963.3,2019-06-16
9435,21.6,99.0,2.2,965.1,959.4,2019-06-17
9436,24.0,20.0,5.8,960.7,955.9,2019-06-18
9441,21.2,34.0,3.3,963.9,959.7,2019-06-19
9445,17.9,32.0,6.7,965.2,962.4,2019-06-20
9450,15.6,99.0,5.3,967.7,963.5,2019-06-21
9453,18.8,14.0,1.7,967.0,959.7,2019-06-22
9458,24.8,20.0,3.1,961.3,958.0,2019-06-23
9462,23.6,17.0,4.2,964.2,959.6,2019-06-24
9464,25.6,99.0,2.5,964.9,961.3,2019-06-25
9468,26.7,18.0,2.8,965.8,961.8,2019-06-26
9475,30.0,10.0,3.6,968.2,962.8,2019-06-27
9477,27.8,31.0,2.2,967.4,962.8,2019-06-28
9481,28.0,33.0,4.4,966.0,960.6,2019-06-29
9485,27.0,33.0,3.6,967.1,961.4,2019-06-30
9490,23.200000000000003,51.62068965517241,7.2,966.0733333333334,961.2366666666666,2019-07-01
9494,23.200000000000003,51.62068965517241,4.2,969.8,962.5,2019-07-02
9497,25.2,99.0,2.5,965.0,960.1,2019-07-03
9501,26.9,14.0,2.2,964.8,961.2,2019-07-04
9505,27.9,35.0,3.9,964.3,961.0,2019-07-05
9509,27.6,35.0,3.9,963.4,959.1,2019-07-06
9515,24.5,34.0,5.8,963.7,960.2,2019-07-07
9519,22.4,32.0,4.2,963.6,958.9,2019-07-08
9520,19.1,32.0,6.1,966.5,962.2,2019-07-09
9526,21.0,35.0,5.3,976.5,963.2,2019-07-10
9528,21.7,99.0,3.1,965.3,962.6,2019-07-11
9535,23.2,99.0,3.6,966.5,963.6,2019-07-12
9538,22.8,1.0,5.6,966.5,959.2,2019-07-13
9543,21.8,35.0,6.7,964.9,961.1,2019-07-14
9545,21.0,99.0,7.2,965.0,962.6,2019-07-15
9549,20.8,32.0,3.9,965.4,962.8,2019-07-16
9554,21.9,99.0,5.0,966.1,962.3,2019-07-17
9559,20.0,99.0,6.7,966.4,964.4,2019-07-18
9563,23.0,23.0,3.3,966.4,959.2,2019-07-19
9567,25.7,99.0,4.4,968.6,961.3,2019-07-20
9569,25.2,34.0,4.2,971.1,966.6,2019-07-21
9572,28.8,99.0,3.1,970.6,964.8,2019-07-22
9579,30.0,32.0,2.8,966.2,961.2,2019-07-23
9581,28.1,12.0,3.3,965.5,959.5,2019-07-24
9586,30.2,20.0,5.0,962.4,957.2,2019-07-25
9589,21.0,2.0,4.4,962.6,958.2,2019-07-26
9593,16.0,34.0,4.7,961.1,957.0,2019-07-27
9597,18.6,33.0,3.9,961.7,959.3,2019-07-28
9601,21.5,99.0,4.2,964.9,957.6,2019-07-29
9606,18.1,99.0,6.7,968.9,964.8,2019-07-30
9608,18.8,32.0,2.8,968.5,963.4,2019-07-31
9613,22.8,32.0,3.6,965.5,960.3,2019-08-01
9616,22.4,33.0,5.8,965.7,963.6,2019-08-02
9620,23.8,33.0,3.1,964.8,959.6,2019-08-03
9625,25.4,35.0,3.1,965.3,960.8,2019-08-04
9630,25.0,34.0,3.9,964.8,960.8,2019-08-05
9634,26.4,99.0,3.9,963.0,958.1,2019-08-06
9637,24.6,31.0,3.9,961.3,958.4,2019-08-07
9643,27.4,21.0,3.6,961.3,957.2,2019-08-08
9644,26.6,30.0,4.7,965.4,958.6,2019-08-09
9651,21.2,33.0,4.7,967.9,965.3,2019-08-10
9653,20.9,99.0,5.3,967.4,963.4,2019-08-11
9659,18.8,32.0,6.1,971.6,966.3,2019-08-12
9662,17.8,99.0,5.6,970.7,967.9,2019-08-13
9665,19.6,99.0,4.2,969.0,966.3,2019-08-14
9669,19.3,3.0,6.1,970.2,968.0,2019-08-15
9672,21.5,35.0,2.5,968.6,962.1,2019-08-16
9678,25.4,32.0,2.8,965.2,959.6,2019-08-17
9682,23.9,99.0,5.8,966.7,959.1,2019-08-18
9686,18.8,34.0,5.6,968.0,965.8,2019-08-19
9689,19.2,33.0,5.3,971.1,966.4,2019-08-20
9692,20.2,99.0,3.3,970.9,966.6,2019-08-21
9698,19.6,99.0,4.4,970.3,967.6,2019-08-22
9703,21.7,18.0,1.1,969.4,964.6,2019-08-23
9707,24.4,20.0,1.7,967.5,963.7,2019-08-24
9709,26.0,99.0,3.1,966.3,962.5,2019-08-25
9713,23.6,23.0,4.4,965.9,961.4,2019-08-26
9716,22.0,2.0,2.2,966.0,963.3,2019-08-27
9721,23.4,99.0,2.8,967.4,963.9,2019-08-28
9726,25.4,32.0,3.6,969.2,965.1,2019-08-29
9730,25.8,22.0,2.8,969.3,964.4,2019-08-30
9734,26.6,34.0,3.1,966.0,961.5,2019-08-31
9736,20.9,36.0,5.3,969.3,964.1,2019-09-01
9741,18.4,36.0,7.5,971.3,969.0,2019-09-02
9744,18.6,31.0,5.0,971.0,968.4,2019-09-03
9750,18.6,99.0,5.8,970.9,967.8,2019-09-04
9754,17.3,34.0,7.8,972.4,969.7,2019-09-05
9756,16.2,35.0,8.3,976.5,969.6,2019-09-06
9762,16.8,35.0,7.5,971.5,968.1,2019-09-07
9765,16.2,3.0,4.2,969.1,966.3,2019-09-08
9768,15.4,1.0,2.5,967.0,961.0,2019-09-09
9772,14.4,2.0,5.0,968.2,961.3,2019-09-10
9776,18.0,35.0,6.4,976.5,967.5,2019-09-11
9782,19.3,34.0,3.1,977.8,974.5,2019-09-12
